,filename,dose_Gy,particle_type,hr_post_exposure
3570,P242_73665006707-C7_004_020_proj.tif,0.82,Fe,4
3571,P242_73665006707-G4_005_005_proj.tif,0.82,Fe,4
3574,P242_73665006707-C7_021_012_proj.tif,0.82,Fe,4
3575,P242_73665006707-C7_002_014_proj.tif,0.82,Fe,4
3576,P242_73665006707-C6_021_008_proj.tif,0.82,Fe,4
3579,P242_73665006707-G3_015_003_proj.tif,0.82,Fe,4
3581,P242_73665006707-A8_009_010_proj.tif,0.82,Fe,4
3582,P242_73665006707-G4_002_015_proj.tif,0.82,Fe,4
3589,P242_73665006707-G4_021_002_proj.tif,0.82,Fe,4
3590,P242_73665006707-C7_021_014_proj.tif,0.82,Fe,4
3592,P242_73665006707-A8_004_012_proj.tif,0.82,Fe,4
3594,P242_73665006707-A6_003_015_proj.tif,0.82,Fe,4
3597,P242_73665006707-C8_008_023_proj.tif,0.82,Fe,4
3599,P242_73665006707-A6_016_017_proj.tif,0.82,Fe,4
3601,P242_73665006707-A6_013_012_proj.tif,0.82,Fe,4
3602,P242_73665006707-A6_004_011_proj.tif,0.82,Fe,4
3603,P242_73665006707-A6_003_029_proj.tif,0.82,Fe,4
3605,P242_73665006707-G3_010_014_proj.tif,0.82,Fe,4
3606,P242_73665006707-E4_009_014_proj.tif,0.82,Fe,4
3608,P242_73665006707-C6_003_015_proj.tif,0.82,Fe,4
3609,P242_73665006707-A6_018_017_proj.tif,0.82,Fe,4
3611,P242_73665006707-G3_007_034_proj.tif,0.82,Fe,4
3613,P242_73665006707-E4_007_032_proj.tif,0.82,Fe,4
3614,P242_73665006707-A8_018_012_proj.tif,0.82,Fe,4
3615,P242_73665006707-G3_014_025_proj.tif,0.82,Fe,4
3616,P242_73665006707-G4_010_015_proj.tif,0.82,Fe,4
3620,P242_73665006707-A8_032_004_proj.tif,0.82,Fe,4
3621,P242_73665006707-G3_015_014_proj.tif,0.82,Fe,4
3622,P242_73665006707-G4_006_050_proj.tif,0.82,Fe,4
3625,P242_73665006707-A8_040_005_proj.tif,0.82,Fe,4
3628,P242_73665006707-C7_002_002_proj.tif,0.82,Fe,4
3630,P242_73665006707-G3_018_010_proj.tif,0.82,Fe,4
3632,P242_73665006707-G3_004_010_proj.tif,0.82,Fe,4
3634,P242_73665006707-C7_014_022_proj.tif,0.82,Fe,4
3638,P242_73665006707-C8_007_025_proj.tif,0.82,Fe,4
3644,P242_73665006707-G4_009_026_proj.tif,0.82,Fe,4
3645,P242_73665006707-C6_009_006_proj.tif,0.82,Fe,4
3647,P242_73665006707-G3_005_005_proj.tif,0.82,Fe,4
3649,P242_73665006707-C8_013_014_proj.tif,0.82,Fe,4
3650,P242_73665006707-E4_002_047_proj.tif,0.82,Fe,4
3651,P242_73665006707-A6_014_001_proj.tif,0.82,Fe,4
3652,P242_73665006707-A6_013_001_proj.tif,0.82,Fe,4
3653,P242_73665006707-G3_008_036_proj.tif,0.82,Fe,4
3654,P242_73665006707-C6_020_001_proj.tif,0.82,Fe,4
3655,P242_73665006707-C6_001_016_proj.tif,0.82,Fe,4
3656,P242_73665006707-G4_007_004_proj.tif,0.82,Fe,4
3657,P242_73665006707-G4_012_006_proj.tif,0.82,Fe,4
3661,P242_73665006707-C7_006_032_proj.tif,0.82,Fe,4
3662,P242_73665006707-G4_012_028_proj.tif,0.82,Fe,4
3663,P242_73665006707-E4_018_018_proj.tif,0.82,Fe,4
3665,P242_73665006707-G3_015_021_proj.tif,0.82,Fe,4
3666,P242_73665006707-E4_005_029_proj.tif,0.82,Fe,4
3667,P242_73665006707-A6_016_008_proj.tif,0.82,Fe,4
3670,P242_73665006707-A6_005_025_proj.tif,0.82,Fe,4
3671,P242_73665006707-A6_013_005_proj.tif,0.82,Fe,4
3672,P242_73665006707-C7_003_039_proj.tif,0.82,Fe,4
3674,P242_73665006707-G3_004_038_proj.tif,0.82,Fe,4
3675,P242_73665006707-A8_003_023_proj.tif,0.82,Fe,4
3677,P242_73665006707-C7_030_004_proj.tif,0.82,Fe,4
3679,P242_73665006707-A6_017_011_proj.tif,0.82,Fe,4
3680,P242_73665006707-G3_013_018_proj.tif,0.82,Fe,4
3681,P242_73665006707-G3_011_034_proj.tif,0.82,Fe,4
3682,P242_73665006707-A6_015_009_proj.tif,0.82,Fe,4
3686,P242_73665006707-C7_003_033_proj.tif,0.82,Fe,4
3688,P242_73665006707-A6_014_019_proj.tif,0.82,Fe,4
3692,P242_73665006707-C8_018_010_proj.tif,0.82,Fe,4
3693,P242_73665006707-G3_016_024_proj.tif,0.82,Fe,4
3696,P242_73665006707-E4_013_008_proj.tif,0.82,Fe,4
3698,P242_73665006707-C8_017_006_proj.tif,0.82,Fe,4
3699,P242_73665006707-C8_017_001_proj.tif,0.82,Fe,4
3704,P242_73665006707-A8_028_003_proj.tif,0.82,Fe,4
3706,P242_73665006707-C8_012_004_proj.tif,0.82,Fe,4
3707,P242_73665006707-G3_009_013_proj.tif,0.82,Fe,4
3710,P242_73665006707-A6_010_010_proj.tif,0.82,Fe,4
3713,P242_73665006707-A6_005_022_proj.tif,0.82,Fe,4
3714,P242_73665006707-E4_004_002_proj.tif,0.82,Fe,4
3715,P242_73665006707-G3_008_003_proj.tif,0.82,Fe,4
3717,P242_73665006707-G3_006_039_proj.tif,0.82,Fe,4
3718,P242_73665006707-C8_010_013_proj.tif,0.82,Fe,4
3721,P242_73665006707-A8_031_010_proj.tif,0.82,Fe,4
3722,P242_73665006707-G3_016_011_proj.tif,0.82,Fe,4
3723,P242_73665006707-C8_001_046_proj.tif,0.82,Fe,4
3724,P242_73665006707-A6_004_021_proj.tif,0.82,Fe,4
3725,P242_73665006707-C7_024_011_proj.tif,0.82,Fe,4
3734,P242_73665006707-G3_006_015_proj.tif,0.82,Fe,4
3735,P242_73665006707-G3_007_033_proj.tif,0.82,Fe,4
3737,P242_73665006707-C7_021_013_proj.tif,0.82,Fe,4
3738,P242_73665006707-A6_002_005_proj.tif,0.82,Fe,4
3739,P242_73665006707-E4_012_028_proj.tif,0.82,Fe,4
3740,P242_73665006707-E4_008_009_proj.tif,0.82,Fe,4
3741,P242_73665006707-C8_017_013_proj.tif,0.82,Fe,4
3743,P242_73665006707-C8_013_008_proj.tif,0.82,Fe,4
3744,P242_73665006707-C8_021_004_proj.tif,0.82,Fe,4
3746,P242_73665006707-E4_002_018_proj.tif,0.82,Fe,4
3747,P242_73665006707-A8_017_010_proj.tif,0.82,Fe,4
3749,P242_73665006707-G3_015_006_proj.tif,0.82,Fe,4
3751,P242_73665006707-G4_005_029_proj.tif,0.82,Fe,4
3753,P242_73665006707-G4_019_018_proj.tif,0.82,Fe,4
3754,P242_73665006707-G4_008_038_proj.tif,0.82,Fe,4
3755,P242_73665006707-A6_015_027_proj.tif,0.82,Fe,4
3757,P242_73665006707-C7_009_003_proj.tif,0.82,Fe,4
3760,P242_73665006707-C8_017_007_proj.tif,0.82,Fe,4
3762,P242_73665006707-C6_022_003_proj.tif,0.82,Fe,4
3764,P242_73665006707-C6_004_014_proj.tif,0.82,Fe,4
3768,P242_73665006707-A8_013_002_proj.tif,0.82,Fe,4
3769,P242_73665006707-C7_016_020_proj.tif,0.82,Fe,4
3771,P242_73665006707-A6_011_012_proj.tif,0.82,Fe,4
3772,P242_73665006707-C6_009_008_proj.tif,0.82,Fe,4
3776,P242_73665006707-C6_019_008_proj.tif,0.82,Fe,4
3778,P242_73665006707-C7_014_025_proj.tif,0.82,Fe,4
3784,P242_73665006707-C7_014_020_proj.tif,0.82,Fe,4
3786,P242_73665006707-E4_003_022_proj.tif,0.82,Fe,4
3787,P242_73665006707-G4_011_015_proj.tif,0.82,Fe,4
3788,P242_73665006707-C7_026_014_proj.tif,0.82,Fe,4
3790,P242_73665006707-G4_001_011_proj.tif,0.82,Fe,4
3792,P242_73665006707-A6_001_045_proj.tif,0.82,Fe,4
3794,P242_73665006707-C8_012_009_proj.tif,0.82,Fe,4
3797,P242_73665006707-G3_004_042_proj.tif,0.82,Fe,4
3800,P242_73665006707-C7_022_008_proj.tif,0.82,Fe,4
3801,P242_73665006707-C7_007_027_proj.tif,0.82,Fe,4
3802,P242_73665006707-C8_001_021_proj.tif,0.82,Fe,4
3804,P242_73665006707-G4_002_042_proj.tif,0.82,Fe,4
3809,P242_73665006707-C7_020_006_proj.tif,0.82,Fe,4
3812,P242_73665006707-A8_018_015_proj.tif,0.82,Fe,4
3816,P242_73665006707-C8_023_010_proj.tif,0.82,Fe,4
3817,P242_73665006707-E4_005_007_proj.tif,0.82,Fe,4
3818,P242_73665006707-E4_015_005_proj.tif,0.82,Fe,4
3819,P242_73665006707-C7_018_018_proj.tif,0.82,Fe,4
3820,P242_73665006707-C8_023_005_proj.tif,0.82,Fe,4
3821,P242_73665006707-C6_019_006_proj.tif,0.82,Fe,4
3823,P242_73665006707-G3_010_038_proj.tif,0.82,Fe,4
3824,P242_73665006707-C8_028_008_proj.tif,0.82,Fe,4
3825,P242_73665006707-E4_005_020_proj.tif,0.82,Fe,4
3826,P242_73665006707-G4_008_032_proj.tif,0.82,Fe,4
3828,P242_73665006707-A6_015_012_proj.tif,0.82,Fe,4
3829,P242_73665006707-E4_007_034_proj.tif,0.82,Fe,4
3830,P242_73665006707-E4_011_020_proj.tif,0.82,Fe,4
3834,P242_73665006707-E4_015_022_proj.tif,0.82,Fe,4
3837,P242_73665006707-C7_024_012_proj.tif,0.82,Fe,4
3838,P242_73665006707-G4_005_004_proj.tif,0.82,Fe,4
3841,P242_73665006707-G3_010_039_proj.tif,0.82,Fe,4
3843,P242_73665006707-A8_035_012_proj.tif,0.82,Fe,4
3845,P242_73665006707-C7_008_008_proj.tif,0.82,Fe,4
3847,P242_73665006707-C6_011_009_proj.tif,0.82,Fe,4
3848,P242_73665006707-C8_008_017_proj.tif,0.82,Fe,4
3851,P242_73665006707-A8_003_016_proj.tif,0.82,Fe,4
3854,P242_73665006707-G3_016_027_proj.tif,0.82,Fe,4
3855,P242_73665006707-G3_009_041_proj.tif,0.82,Fe,4
3856,P242_73665006707-G4_004_052_proj.tif,0.82,Fe,4
3861,P242_73665006707-E4_007_005_proj.tif,0.82,Fe,4
3863,P242_73665006707-G4_001_039_proj.tif,0.82,Fe,4
3865,P242_73665006707-G3_001_057_proj.tif,0.82,Fe,4
3868,P242_73665006707-A6_011_015_proj.tif,0.82,Fe,4
3869,P242_73665006707-C7_004_015_proj.tif,0.82,Fe,4
3870,P242_73665006707-C8_008_001_proj.tif,0.82,Fe,4
3872,P242_73665006707-C7_008_002_proj.tif,0.82,Fe,4
3873,P242_73665006707-C8_006_014_proj.tif,0.82,Fe,4
3874,P242_73665006707-C8_005_010_proj.tif,0.82,Fe,4
3875,P242_73665006707-E4_004_042_proj.tif,0.82,Fe,4
3877,P242_73665006707-C8_006_017_proj.tif,0.82,Fe,4
3879,P242_73665006707-A8_022_016_proj.tif,0.82,Fe,4
3880,P242_73665006707-G3_012_012_proj.tif,0.82,Fe,4
3881,P242_73665006707-E4_010_032_proj.tif,0.82,Fe,4
3883,P242_73665006707-A6_005_029_proj.tif,0.82,Fe,4
3885,P242_73665006707-G3_004_016_proj.tif,0.82,Fe,4
3886,P242_73665006707-G3_008_017_proj.tif,0.82,Fe,4
3887,P242_73665006707-A8_033_002_proj.tif,0.82,Fe,4
3888,P242_73665006707-G4_005_040_proj.tif,0.82,Fe,4
3891,P242_73665006707-G4_003_006_proj.tif,0.82,Fe,4
3893,P242_73665006707-A6_008_024_proj.tif,0.82,Fe,4
3894,P242_73665006707-C8_015_008_proj.tif,0.82,Fe,4
3895,P242_73665006707-E4_005_006_proj.tif,0.82,Fe,4
3896,P242_73665006707-C7_001_048_proj.tif,0.82,Fe,4
3897,P242_73665006707-A8_038_010_proj.tif,0.82,Fe,4
3898,P242_73665006707-G3_006_042_proj.tif,0.82,Fe,4
3901,P242_73665006707-A6_005_044_proj.tif,0.82,Fe,4
3902,P242_73665006707-A6_019_009_proj.tif,0.82,Fe,4
3904,P242_73665006707-C8_003_024_proj.tif,0.82,Fe,4
3905,P242_73665006707-C8_024_019_proj.tif,0.82,Fe,4
3906,P242_73665006707-G3_012_028_proj.tif,0.82,Fe,4
3908,P242_73665006707-C7_018_009_proj.tif,0.82,Fe,4
3911,P242_73665006707-A8_031_006_proj.tif,0.82,Fe,4
3912,P242_73665006707-E4_011_018_proj.tif,0.82,Fe,4
3914,P242_73665006707-G4_005_020_proj.tif,0.82,Fe,4
3916,P242_73665006707-A6_002_002_proj.tif,0.82,Fe,4
3919,P242_73665006707-A8_036_001_proj.tif,0.82,Fe,4
3920,P242_73665006707-A6_020_007_proj.tif,0.82,Fe,4
3921,P242_73665006707-G3_001_044_proj.tif,0.82,Fe,4
3923,P242_73665006707-C8_012_008_proj.tif,0.82,Fe,4
3924,P242_73665006707-C7_030_005_proj.tif,0.82,Fe,4
3928,P242_73665006707-E4_022_007_proj.tif,0.82,Fe,4
3929,P242_73665006707-E4_006_033_proj.tif,0.82,Fe,4
3930,P242_73665006707-A8_038_001_proj.tif,0.82,Fe,4
3932,P242_73665006707-E4_009_032_proj.tif,0.82,Fe,4
3933,P242_73665006707-A8_028_008_proj.tif,0.82,Fe,4
3936,P242_73665006707-C7_005_016_proj.tif,0.82,Fe,4
3941,P242_73665006707-G4_004_047_proj.tif,0.82,Fe,4
3942,P242_73665006707-C7_029_011_proj.tif,0.82,Fe,4
3946,P242_73665006707-C8_023_001_proj.tif,0.82,Fe,4
3947,P242_73665006707-E4_017_003_proj.tif,0.82,Fe,4
3948,P242_73665006707-C6_006_005_proj.tif,0.82,Fe,4
3949,P242_73665006707-G4_010_026_proj.tif,0.82,Fe,4
3951,P242_73665006707-E4_010_008_proj.tif,0.82,Fe,4
3954,P242_73665006707-C6_005_007_proj.tif,0.82,Fe,4
3955,P242_73665006707-C7_014_015_proj.tif,0.82,Fe,4
3959,P242_73665006707-E4_014_017_proj.tif,0.82,Fe,4
3960,P242_73665006707-C8_007_005_proj.tif,0.82,Fe,4
3962,P242_73665006707-G3_002_051_proj.tif,0.82,Fe,4
3964,P242_73665006707-G3_011_011_proj.tif,0.82,Fe,4
3968,P242_73665006707-G4_013_004_proj.tif,0.82,Fe,4
3970,P242_73665006707-C8_021_013_proj.tif,0.82,Fe,4
3976,P242_73665006707-G3_001_071_proj.tif,0.82,Fe,4
3979,P242_73665006707-C8_002_006_proj.tif,0.82,Fe,4
3980,P242_73665006707-G4_009_035_proj.tif,0.82,Fe,4
3981,P242_73665006707-G3_012_024_proj.tif,0.82,Fe,4
3982,P242_73665006707-G3_002_027_proj.tif,0.82,Fe,4
3984,P242_73665006707-G4_007_048_proj.tif,0.82,Fe,4
3986,P242_73665006707-G4_011_021_proj.tif,0.82,Fe,4
3989,P242_73665006707-A8_022_003_proj.tif,0.82,Fe,4
3990,P242_73665006707-C7_006_027_proj.tif,0.82,Fe,4
3992,P242_73665006707-C8_008_015_proj.tif,0.82,Fe,4
3993,P242_73665006707-C7_030_001_proj.tif,0.82,Fe,4
3994,P242_73665006707-A6_003_023_proj.tif,0.82,Fe,4
3997,P242_73665006707-A6_003_013_proj.tif,0.82,Fe,4
3998,P242_73665006707-G4_002_039_proj.tif,0.82,Fe,4
4003,P242_73665006707-E4_008_018_proj.tif,0.82,Fe,4
4006,P242_73665006707-A8_018_002_proj.tif,0.82,Fe,4
4008,P242_73665006707-G3_006_030_proj.tif,0.82,Fe,4
4010,P242_73665006707-C6_004_004_proj.tif,0.82,Fe,4
4012,P242_73665006707-C8_002_024_proj.tif,0.82,Fe,4
4013,P242_73665006707-A8_013_013_proj.tif,0.82,Fe,4
4014,P242_73665006707-C8_003_003_proj.tif,0.82,Fe,4
4015,P242_73665006707-E4_002_013_proj.tif,0.82,Fe,4
4018,P242_73665006707-G3_003_033_proj.tif,0.82,Fe,4
4020,P242_73665006707-A6_004_015_proj.tif,0.82,Fe,4
4024,P242_73665006707-A6_005_043_proj.tif,0.82,Fe,4
4026,P242_73665006707-A6_005_008_proj.tif,0.82,Fe,4
4028,P242_73665006707-G4_011_014_proj.tif,0.82,Fe,4
4029,P242_73665006707-A6_011_016_proj.tif,0.82,Fe,4
4034,P242_73665006707-A8_031_014_proj.tif,0.82,Fe,4
4036,P242_73665006707-G4_006_044_proj.tif,0.82,Fe,4
4038,P242_73665006707-C8_020_002_proj.tif,0.82,Fe,4
4039,P242_73665006707-C8_010_004_proj.tif,0.82,Fe,4
4042,P242_73665006707-C8_023_003_proj.tif,0.82,Fe,4
4043,P242_73665006707-E4_012_022_proj.tif,0.82,Fe,4
4044,P242_73665006707-C7_017_025_proj.tif,0.82,Fe,4
4046,P242_73665006707-G3_002_030_proj.tif,0.82,Fe,4
4047,P242_73665006707-G3_020_011_proj.tif,0.82,Fe,4
4048,P242_73665006707-A6_001_006_proj.tif,0.82,Fe,4
4049,P242_73665006707-G4_001_056_proj.tif,0.82,Fe,4
4050,P242_73665006707-G4_009_015_proj.tif,0.82,Fe,4
4053,P242_73665006707-A8_039_005_proj.tif,0.82,Fe,4
4055,P242_73665006707-C7_004_002_proj.tif,0.82,Fe,4
4057,P242_73665006707-C8_012_027_proj.tif,0.82,Fe,4
4058,P242_73665006707-G4_006_020_proj.tif,0.82,Fe,4
4062,P242_73665006707-A6_011_011_proj.tif,0.82,Fe,4
4063,P242_73665006707-C8_001_035_proj.tif,0.82,Fe,4
4064,P242_73665006707-G4_002_001_proj.tif,0.82,Fe,4
4065,P242_73665006707-C8_028_005_proj.tif,0.82,Fe,4
4067,P242_73665006707-G3_003_042_proj.tif,0.82,Fe,4
4070,P242_73665006707-G4_017_018_proj.tif,0.82,Fe,4
4072,P242_73665006707-G3_018_026_proj.tif,0.82,Fe,4
4073,P242_73665006707-E4_012_027_proj.tif,0.82,Fe,4
4076,P242_73665006707-G3_013_011_proj.tif,0.82,Fe,4
4077,P242_73665006707-C7_010_021_proj.tif,0.82,Fe,4
4078,P242_73665006707-E4_010_018_proj.tif,0.82,Fe,4
4080,P242_73665006707-C7_013_012_proj.tif,0.82,Fe,4
4081,P242_73665006707-C6_015_005_proj.tif,0.82,Fe,4
4083,P242_73665006707-A8_040_004_proj.tif,0.82,Fe,4
4084,P242_73665006707-E4_005_013_proj.tif,0.82,Fe,4
4085,P242_73665006707-G4_018_016_proj.tif,0.82,Fe,4
4086,P242_73665006707-A8_036_005_proj.tif,0.82,Fe,4
4091,P242_73665006707-C8_011_001_proj.tif,0.82,Fe,4
4094,P242_73665006707-G4_011_008_proj.tif,0.82,Fe,4
4095,P242_73665006707-G4_010_036_proj.tif,0.82,Fe,4
4096,P242_73665006707-C7_024_004_proj.tif,0.82,Fe,4
4098,P242_73665006707-C7_017_021_proj.tif,0.82,Fe,4
4100,P242_73665006707-G3_001_018_proj.tif,0.82,Fe,4
4101,P242_73665006707-A8_033_001_proj.tif,0.82,Fe,4
4102,P242_73665006707-G3_011_038_proj.tif,0.82,Fe,4
4104,P242_73665006707-C8_019_012_proj.tif,0.82,Fe,4
4105,P242_73665006707-E4_004_010_proj.tif,0.82,Fe,4
4106,P242_73665006707-A8_016_008_proj.tif,0.82,Fe,4
4107,P242_73665006707-C7_017_008_proj.tif,0.82,Fe,4
4108,P242_73665006707-A8_034_009_proj.tif,0.82,Fe,4
4111,P242_73665006707-A6_001_014_proj.tif,0.82,Fe,4
4115,P242_73665006707-G3_007_012_proj.tif,0.82,Fe,4
4118,P242_73665006707-G4_004_016_proj.tif,0.82,Fe,4
4119,P242_73665006707-C8_001_003_proj.tif,0.82,Fe,4
4122,P242_73665006707-C7_027_011_proj.tif,0.82,Fe,4
4124,P242_73665006707-C6_022_002_proj.tif,0.82,Fe,4
4125,P242_73665006707-C7_016_005_proj.tif,0.82,Fe,4
4126,P242_73665006707-C8_016_026_proj.tif,0.82,Fe,4
4127,P242_73665006707-A8_027_004_proj.tif,0.82,Fe,4
4128,P242_73665006707-A8_005_012_proj.tif,0.82,Fe,4
4130,P242_73665006707-C8_004_022_proj.tif,0.82,Fe,4
4131,P242_73665006707-A8_014_010_proj.tif,0.82,Fe,4
4137,P242_73665006707-C7_027_010_proj.tif,0.82,Fe,4
4140,P242_73665006707-G3_016_017_proj.tif,0.82,Fe,4
4141,P242_73665006707-A6_004_018_proj.tif,0.82,Fe,4
4142,P242_73665006707-G3_012_011_proj.tif,0.82,Fe,4
4143,P242_73665006707-C7_021_001_proj.tif,0.82,Fe,4
4144,P242_73665006707-E4_005_030_proj.tif,0.82,Fe,4
4145,P242_73665006707-C8_009_029_proj.tif,0.82,Fe,4
4146,P242_73665006707-G4_001_013_proj.tif,0.82,Fe,4
4147,P242_73665006707-E4_005_025_proj.tif,0.82,Fe,4
4148,P242_73665006707-G3_023_001_proj.tif,0.82,Fe,4
4149,P242_73665006707-A8_004_002_proj.tif,0.82,Fe,4
4150,P242_73665006707-C7_009_009_proj.tif,0.82,Fe,4
4151,P242_73665006707-G4_019_011_proj.tif,0.82,Fe,4
4152,P242_73665006707-A8_003_005_proj.tif,0.82,Fe,4
4153,P242_73665006707-E4_001_005_proj.tif,0.82,Fe,4
4154,P242_73665006707-C7_006_023_proj.tif,0.82,Fe,4
4157,P242_73665006707-G3_013_008_proj.tif,0.82,Fe,4
4158,P242_73665006707-C8_006_030_proj.tif,0.82,Fe,4
4162,P242_73665006707-A6_003_045_proj.tif,0.82,Fe,4
4163,P242_73665006707-A6_001_038_proj.tif,0.82,Fe,4
4165,P242_73665006707-A6_009_030_proj.tif,0.82,Fe,4
4168,P242_73665006707-C7_023_004_proj.tif,0.82,Fe,4
4173,P242_73665006707-A8_014_014_proj.tif,0.82,Fe,4
4174,P242_73665006707-A8_003_006_proj.tif,0.82,Fe,4
4177,P242_73665006707-E4_011_033_proj.tif,0.82,Fe,4
4180,P242_73665006707-G3_017_012_proj.tif,0.82,Fe,4
4181,P242_73665006707-A6_007_039_proj.tif,0.82,Fe,4
4182,P242_73665006707-G4_011_025_proj.tif,0.82,Fe,4
4183,P242_73665006707-G3_009_009_proj.tif,0.82,Fe,4
4184,P242_73665006707-A8_011_016_proj.tif,0.82,Fe,4
4186,P242_73665006707-C6_001_020_proj.tif,0.82,Fe,4
4187,P242_73665006707-A6_016_023_proj.tif,0.82,Fe,4
4188,P242_73665006707-A6_002_020_proj.tif,0.82,Fe,4
4190,P242_73665006707-G3_001_017_proj.tif,0.82,Fe,4
4191,P242_73665006707-G3_003_014_proj.tif,0.82,Fe,4
4195,P242_73665006707-A6_001_047_proj.tif,0.82,Fe,4
4196,P242_73665006707-E4_002_016_proj.tif,0.82,Fe,4
4197,P242_73665006707-E4_009_035_proj.tif,0.82,Fe,4
4201,P242_73665006707-A8_017_013_proj.tif,0.82,Fe,4
4204,P242_73665006707-G3_021_017_proj.tif,0.82,Fe,4
4206,P242_73665006707-G4_001_030_proj.tif,0.82,Fe,4
4207,P242_73665006707-C6_026_007_proj.tif,0.82,Fe,4
4208,P242_73665006707-C8_004_007_proj.tif,0.82,Fe,4
4209,P242_73665006707-C8_002_016_proj.tif,0.82,Fe,4
4211,P242_73665006707-G4_021_007_proj.tif,0.82,Fe,4
4212,P242_73665006707-G4_005_021_proj.tif,0.82,Fe,4
4213,P242_73665006707-A8_030_012_proj.tif,0.82,Fe,4
4216,P242_73665006707-G3_001_036_proj.tif,0.82,Fe,4
4217,P242_73665006707-C7_012_020_proj.tif,0.82,Fe,4
4219,P242_73665006707-A8_027_013_proj.tif,0.82,Fe,4
4221,P242_73665006707-G4_010_020_proj.tif,0.82,Fe,4
4226,P242_73665006707-C7_023_015_proj.tif,0.82,Fe,4
4227,P242_73665006707-C7_001_046_proj.tif,0.82,Fe,4
4229,P242_73665006707-A8_005_006_proj.tif,0.82,Fe,4
4237,P242_73665006707-C6_008_004_proj.tif,0.82,Fe,4
4240,P242_73665006707-E4_014_010_proj.tif,0.82,Fe,4
4241,P242_73665006707-E4_013_011_proj.tif,0.82,Fe,4
4245,P242_73665006707-C7_001_034_proj.tif,0.82,Fe,4
4247,P242_73665006707-A6_003_047_proj.tif,0.82,Fe,4
4248,P242_73665006707-C8_011_013_proj.tif,0.82,Fe,4
4252,P242_73665006707-A6_004_031_proj.tif,0.82,Fe,4
4255,P242_73665006707-G3_016_008_proj.tif,0.82,Fe,4
4259,P242_73665006707-C7_012_021_proj.tif,0.82,Fe,4
4262,P242_73665006707-G3_002_050_proj.tif,0.82,Fe,4
4265,P242_73665006707-G4_001_038_proj.tif,0.82,Fe,4
4267,P242_73665006707-A8_004_007_proj.tif,0.82,Fe,4
4268,P242_73665006707-A8_007_002_proj.tif,0.82,Fe,4
4270,P242_73665006707-C8_021_006_proj.tif,0.82,Fe,4
4271,P242_73665006707-A6_013_004_proj.tif,0.82,Fe,4
4272,P242_73665006707-G4_001_021_proj.tif,0.82,Fe,4
4275,P242_73665006707-E4_004_019_proj.tif,0.82,Fe,4
4278,P242_73665006707-A6_003_055_proj.tif,0.82,Fe,4
4279,P242_73665006707-G3_009_042_proj.tif,0.82,Fe,4
4282,P242_73665006707-C7_009_012_proj.tif,0.82,Fe,4
4284,P242_73665006707-C6_002_012_proj.tif,0.82,Fe,4
4285,P242_73665006707-A6_014_007_proj.tif,0.82,Fe,4
4288,P242_73665006707-A6_012_012_proj.tif,0.82,Fe,4
4291,P242_73665006707-C8_013_010_proj.tif,0.82,Fe,4
4296,P242_73665006707-A8_016_009_proj.tif,0.82,Fe,4
4299,P242_73665006707-G4_011_018_proj.tif,0.82,Fe,4
4305,P242_73665006707-A6_011_007_proj.tif,0.82,Fe,4
4307,P242_73665006707-E4_013_010_proj.tif,0.82,Fe,4
4311,P242_73665006707-C8_011_019_proj.tif,0.82,Fe,4
4313,P242_73665006707-G3_013_001_proj.tif,0.82,Fe,4
4315,P242_73665006707-C7_031_010_proj.tif,0.82,Fe,4
4321,P242_73665006707-C7_010_006_proj.tif,0.82,Fe,4
4325,P242_73665006707-E4_001_043_proj.tif,0.82,Fe,4
4328,P242_73665006707-C8_004_033_proj.tif,0.82,Fe,4
4330,P242_73665006707-A8_032_010_proj.tif,0.82,Fe,4
4331,P242_73665006707-G3_014_016_proj.tif,0.82,Fe,4
4332,P242_73665006707-G4_010_009_proj.tif,0.82,Fe,4
4333,P242_73665006707-G4_006_003_proj.tif,0.82,Fe,4
4334,P242_73665006707-G3_004_005_proj.tif,0.82,Fe,4
4335,P242_73665006707-G3_011_017_proj.tif,0.82,Fe,4
4336,P242_73665006707-C7_004_014_proj.tif,0.82,Fe,4
4337,P242_73665006707-C8_005_019_proj.tif,0.82,Fe,4
4339,P242_73665006707-C7_004_010_proj.tif,0.82,Fe,4
4340,P242_73665006707-E4_003_013_proj.tif,0.82,Fe,4
4341,P242_73665006707-C7_015_009_proj.tif,0.82,Fe,4
4342,P242_73665006707-A8_001_001_proj.tif,0.82,Fe,4
4343,P242_73665006707-C7_007_026_proj.tif,0.82,Fe,4
4344,P242_73665006707-A8_031_005_proj.tif,0.82,Fe,4
4347,P242_73665006707-C8_014_029_proj.tif,0.82,Fe,4
4349,P242_73665006707-G3_006_008_proj.tif,0.82,Fe,4
4351,P242_73665006707-C6_017_004_proj.tif,0.82,Fe,4
4356,P242_73665006707-G3_014_021_proj.tif,0.82,Fe,4
4357,P242_73665006707-C8_009_025_proj.tif,0.82,Fe,4
4358,P242_73665006707-G4_001_042_proj.tif,0.82,Fe,4
4359,P242_73665006707-C7_003_002_proj.tif,0.82,Fe,4
4360,P242_73665006707-E4_001_055_proj.tif,0.82,Fe,4
4362,P242_73665006707-C6_034_002_proj.tif,0.82,Fe,4
4363,P242_73665006707-G3_015_015_proj.tif,0.82,Fe,4
4364,P242_73665006707-G3_011_020_proj.tif,0.82,Fe,4
4366,P242_73665006707-G3_002_013_proj.tif,0.82,Fe,4
